restaurant_id,name,address,rating,reviews_count,price_range,cuisine,phone,website,hours,description,dining_options,menu,thumbnail_image_url,top_commented_words,url
626ac7f67a41,Arby's,"
2310 S Neil St, Champaign, IL 61820",4.0,628,·$10–20,Fast food restaurant,(217) 398-5677,https://www.google.com/url?q=https://locations.arbys.com/il/champaign/2310-s-neil-st.html%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dorganic%26utm_campaign%3Dwebsite%2520link&opi=79508299&sa=U&ved=0ahUKEwiEpam4rNOQAxXB_8kDHX8VCQ8Q61gIFigO&usg=AOvVaw0rSaBfzRWjAKmkrMW21AVi,"Sunday, 10 AM to 10 PM","Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.",Dine-in; Delivery,https://www.google.com/url?q=http://www.arbys.com/menu/%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dorganic%26utm_campaign%3Dmenu%2520link&opi=79508299&sa=U&ved=0ahUKEwiEpam4rNOQAxXB_8kDHX8VCQ8QqRkIFygP&usg=AOvVaw0pmzBhaJbff0wRnNQ2zhnt,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPZEHnoWVby1sTpCm4-mN-IfMymGeGzBwxMo-Nh81P0XpnwWyEInocYsgAmLo6nPSiU3xDTYvXRS7pkH88McBGO2Z-ocCHHd1w1Pf6HPjobrk_ad678tm48ZvsTOcoXtfod69W=w426-h240-k-no,drive thru (29); prices (11); shake (8); chicken sandwich (7); roast beef (6); fresh food (6); area (6); bacon (6); dinner (5); sliders (4),https://www.google.com/maps/place/Arby%27s/data=!4m7!3m6!1s0x880cd12cb63b9fb3:0x5d951851ae3bcf1d!8m2!3d40.0846899!4d-88.2462779!16s%2Fg%2F1hc2jsng2!19sChIJs587tizRDIgRHc87rlEYlV0?authuser=0&hl=en&rclk=1
d895b20f335b,Senores tacos,"
107 W Green St, Champaign, IL 61821",4.5,17,·$10–20,Restaurant,(217) 721-4345,N/A,N/A,"Señores tacos have the best authentic truck food, from quality to taste, very tasty and keeping their culture in every food they serve to the public. You want some authentic Mexican food this is where you need to be. They are available on Grubhub or you can call them directly to order for delivery!",N/A,https://www.google.com/url?q=http://ordersenorestacos.com/&opi=79508299&sa=U&ved=0ahUKEwi43-m_rNOQAxVxw8kDHYv5EHoQqRkIFigO&usg=AOvVaw33wOCUmeHhrBQJcpqXidJ0,https://lh3.googleusercontent.com/p/AF1QipO6Jz-iE4h1s4dJy2nmKN49dRKSraHhvN9w32tI=w408-h544-k-no,burritos (3); asada (2),https://www.google.com/maps/place/Senores+tacos/data=!4m7!3m6!1s0x880cd16e97b30a77:0x5c75e67329eb3a6d!8m2!3d40.109522!4d-88.244255!16s%2Fg%2F11nxpv121h!19sChIJdwqzl27RDIgRbTrrKXPmdVw?authuser=0&hl=en&rclk=1
831fe619fcc0,J6 Kitchen,"
516 E John St, Champaign, IL 61820",4.9,67,·$1–10,Korean restaurant,N/A,https://www.google.com/url?q=https://j6-kitchen.square.site/&opi=79508299&sa=U&ved=0ahUKEwiSuIPMrNOQAxXd4ckDHSe_KDQQ61gIEigK&usg=AOvVaw16qdTpXVxFRW6pTjw3cudI,N/A,Kimbap is great! Lots of filling and I heard that the other flavors are really good too. Only thing was that the chicken inside the Kimbap was cold. I was also a little disappointed with the fish cake soup as the fish cake was pretty bland. …,Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipPZVX7h_lCosfXs2zc4Oc-nk42c9tIgHjfrCnps=w408-h272-k-no,kimbap (17); prices (11); campus (5); fried (5); tteokbokki (4); fish cake soup (3); take out (3); mayo (2); tip (2); portion sizes (2),https://www.google.com/maps/place/J6+Kitchen/data=!4m7!3m6!1s0x880cd7e9a65553c7:0x19d69b77b5e2fc69!8m2!3d40.1092217!4d-88.2305203!16s%2Fg%2F11py_lzyjn!19sChIJx1NVpunXDIgRafzitXeb1hk?authuser=0&hl=en&rclk=1
1b47995042a6,Paris Baguette,"
220 N Broadway Ave, Urbana, IL 61801",4.0,42,·$1–10,Bakery,(217) 866-9457,https://www.google.com/url?q=https://parisbaguette.com/locations/il/urbana/220-n-broadway-ave&opi=79508299&sa=U&ved=0ahUKEwjkotHWrNOQAxXm5MkDHVWRMZsQ61gIFygO&usg=AOvVaw20vpZA8xU1m-0t-nbhlohe,"Sunday, 8 AM to 9 PM",Very delicious and true to the photos! Expensive for what you get but there’s a value factor to consider. …,Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSza-E5KppNeX0AWgSc1gCy7346LBLdm5y9WUwPUh5tsBZTa1vX20w7nz2eABNA0dp0lEfsTrNMB4hV_e2_APmRKyosVtWgfrGGxPN43MJneorurFjhKyeRAIN4WWEtjjZYKb3ZjXkaMvCE1=w408-h306-k-no,strawberry (3); grocery store (3); ingredients (3); cashier (3); drinks (3); mochi donuts (2); cream cheese pastry (2); croissant donut (2); mocha (2); refund (2),https://www.google.com/maps/place/Paris+Baguette/data=!4m7!3m6!1s0x880cd75102924da9:0x6db4b0af635353dd!8m2!3d40.114439!4d-88.205863!16s%2Fg%2F11wvy_mxyw!19sChIJqU2SAlHXDIgR3VNTY6-wtG0?authuser=0&hl=en&rclk=1
fd4471d162d3,Quencher's Smoothies,"
2000 N Neil St #614, Champaign, IL 61820",3.9,34,·$1–10,N/A,(217) 531-5352,N/A,"Sunday, 12 to 6 PM","went here for the first time and tried to ask some questions about their products and was met with very dry, flat answer with no smile and just felt really rushed and not welcomed at all. i got the passion strawberry orange slushes and the …",Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNYbewsccPEzG08aLiHEvd6vtDHYELHXTquCUpU1uam9V9dlHTEL2vP0pbIKtAbDbLBxlVqpT3GjAJgqX3cdvlao6V3e5mKtKiSHoCQq8KFwmZWe9DtHjJNPWuBe0xqOLettss=w408-h306-k-no,ice cream (5); town (2); peanut butter (2); flavor (2),https://www.google.com/maps/place/Quencher%27s+Smoothies/data=!4m7!3m6!1s0x880cd9f82c146307:0xa6e870ed7fa53f70!8m2!3d40.1418547!4d-88.2439154!16s%2Fg%2F1v6p4wgh!19sChIJB2MULPjZDIgRcD-lf-1w6KY?authuser=0&hl=en&rclk=1
a6c8f3b96909,Pia's Sports Bar & Grill,"
1609 W Springfield Ave, Champaign, IL 61821",4.2,338,·$10–20,Bar & grill,(217) 351-1993,https://www.google.com/url?q=https://piassportsbarandgrill.com/&opi=79508299&sa=U&ved=0ahUKEwjw0fX0rNOQAxV-4skDHYLPFKkQ61gIFigO&usg=AOvVaw1zDNnZeiY14GdmHyoPt1NN,"Sunday, 8 AM to 12 AM",A lovely local bar here. They have all the bar food you can order. They also have a good selection of drinks. You can also order a pitcher of beer here. The price here is friendly for students and locals. The atmosphere is very nice and …,Dine-in; Delivery,https://www.google.com/url?q=http://www.piassportspub.com/pias-sports-bar-and-grill-daily-menu&opi=79508299&sa=U&ved=0ahUKEwjw0fX0rNOQAxV-4skDHYLPFKkQqRkIFygP&usg=AOvVaw0z6rO36c68SSN0ua5a14JA,https://lh3.googleusercontent.com/p/AF1QipPMMnGib4GYwEiTTUNXfVKmj-PvX8-a8vSjjTD0=w408-h272-k-no,burgers (14); game (8); dive bar (7); atmosphere (7); prices (6); wings (5); slots (5); karaoke (4); pub (3); pitcher (2),https://www.google.com/maps/place/Pia%27s+Sports+Bar+%26+Grill/data=!4m7!3m6!1s0x880cd092cf39d7c3:0xc8ea5e09a4366302!8m2!3d40.1125033!4d-88.2737592!16s%2Fg%2F1v8x2sb0!19sChIJw9c5z5LQDIgRAmM2pAle6sg?authuser=0&hl=en&rclk=1
fc9bcaeb5433,Ruby's Slots and Video Poker,"
515 W Town Center Blvd, Champaign, IL 61822",3.8,21,N/A,N/A,(217) 607-1804,https://www.google.com/url?q=http://playrubys.com/&opi=79508299&sa=U&ved=0ahUKEwiruPP6rNOQAxVCMtAFHbVyGm8Q61gIEigO&usg=AOvVaw2_Sb7I25X1mvOAmm1xbCNd,"Sunday, 10 AM to 12 AM",I've came in here five separate occasions and put $100 in 2 different machines each time and literally only won one bonus that didn't even pay out. Every other person I've seen hasn't won anything either.,N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipO9GNcW4zoRRdOBYgfwtoPZV5l_Z--XkhDhv_Pt=w408-h278-k-no,pay (2),https://www.google.com/maps/place/Ruby%27s+Slots+and+Video+Poker/data=!4m7!3m6!1s0x880cda04adaf8a1d:0xc8666d5312fe6015!8m2!3d40.1413763!4d-88.2517982!16s%2Fg%2F11bwyswlyj!19sChIJHYqvrQTaDIgRFWD-ElNtZsg?authuser=0&hl=en&rclk=1
03cbed5dc417,Sushi Ichiban,"
619 S Wright St, Champaign, IL 61820",3.9,415,·$10–20,Sushi restaurant,(217) 954-0493,https://www.google.com/url?q=https://www.sushiichiban.net/&opi=79508299&sa=U&ved=0ahUKEwjR47iOrdOQAxVm5ckDHbhFC38Q61gIFygO&usg=AOvVaw2Jk5LaWxKEp2RLGQ6Ah3H_,"Sunday, 11:30 AM to 9:30 PM",Simple counter-serve place for sushi & Japanese basics like noodle soups & teriyaki dishes.,Dine-in; Takeout,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOJQcpSESwWByBtnOKjb0tpZL75kBBn1iK4aT0KiIfZXodflSS9nJXOE6sBoVheOA9hpM5scnKFqul8Lgu8s7iIRbj6uDEg1kh5tyxPvOdm4mX96B5wDKhN_HNjg_aixB34yc8Nw=w408-h306-k-no,campus (14); teriyaki (12); rolls (10); dinner (7); all you can eat (6); udon (6); money (6); spicy (5); manager (5); tempura (5),https://www.google.com/maps/place/Sushi+Ichiban/data=!4m7!3m6!1s0x880cd73f785fdd9b:0xe827aafbeff4ae18!8m2!3d40.1107908!4d-88.2290475!16s%2Fg%2F1tk4rr5l!19sChIJm91feD_XDIgRGK707_uqJ-g?authuser=0&hl=en&rclk=1
e6efc367a80f,Qué bolà! Cuban Cafe,"
1940 E Touhy Ave, Des Plaines, IL 60018",4.7,381,·$10–20,Cuban restaurant,(224) 580-2486,https://www.google.com/url?q=http://www.quebolacubancafe.com/&opi=79508299&sa=U&ved=0ahUKEwiCu7yardOQAxXzENAFHfCQHqcQ61gIGCgO&usg=AOvVaw21imZxFZIZSMK2uTVk0Lsf,N/A,"First time visiting this wonderful, authentic Cuban restaurant, but definitely not our last! Owner Marco and our server Natalie were both so kind.  The appetizers, meal and dessert were delicious.  Between the four of us, we tried many …",Dine-in; No-contact delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipM0JU-omV6t9RJ-KfPC9Rc8dG3ukQpS6nRQ49fn=w408-h408-k-no,cafe con leche (15); jibarito (13); ropa vieja sandwich (13); lechon (11); steak sandwich (10); suburbs (7); yuca (7); papa rellena (6); guava and cream cheese (6); puerto rican (5),https://www.google.com/maps/place/Qu%C3%A9+bol%C3%A0!+Cuban+Cafe/data=!4m7!3m6!1s0x880fb70282227e35:0x3635a1ac0b3215df!8m2!3d42.0103589!4d-87.8761639!16s%2Fg%2F11tc9qsxsf!19sChIJNX4iggK3D4gR3xUyC6yhNTY?authuser=0&hl=en&rclk=1
ea93ade6e9c9,Array Cafe,"
1206 W Gregory Dr, Urbana, IL 61801",4.2,36,·$1–10,Cafe,(217) 244-1113,N/A,N/A,"Cozy and yummy.
Very glad to find good lunch in Campus. Strawberry yogurt’s highly recommend.",Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZ8riH5V9oUYn3Akup_vUxJKJij-NG7RN3cX4X3mDzGB3zkQQ3ea-7VhSE2Mn7EbNiEIFcGaM_vtHRkZit_Z-djECCptkchSn8ukST8q0kPTKOKtMAZsMPsCmdUnLR4e-Md006DJ29R2uo=w408-h401-k-no,prices (4); lunch (3); chai (2),https://www.google.com/maps/place/Array+Cafe/data=!4m7!3m6!1s0x880cd716686077eb:0x486b9efd2e4efc55!8m2!3d40.1050249!4d-88.2254129!16s%2Fg%2F1q2vwwl6q!19sChIJ63dgaBbXDIgRVfxOLv2ea0g?authuser=0&hl=en&rclk=1
0e44a56495ce,Ten Second Rice Noodle,"
607 S Wright St, Champaign, IL 61820",4.2,23,·$10–20,Chinese noodle restaurant,(217) 607-1848,https://www.google.com/url?q=https://www.tensecondsricenoodle1848.com/&opi=79508299&sa=U&ved=0ahUKEwiM-7q7rdOQAxWcH9AFHXnFGZ0Q61gIFigO&usg=AOvVaw3tsBzJGysrARkZRmaUM-OB,"Sunday, 11 AM to 9 PM","honestly, the food here was very weird. and also quite overpriced for Chinese food, $15 and over. it is frequented by lots of legitimate mainland international students, so it's definitely authentic Chinese food, but it just lacks flavor and wish it had some smaller options.",Dine-in; Takeout,N/A,https://lh3.googleusercontent.com/p/AF1QipOV1r6Y7xnMeb6_KFsJUkcj0MjxK_dq2obW1HEU=w408-h306-k-no,portion sizes (2); ingredients (2); campus (2); price (2),https://www.google.com/maps/place/Ten+Second+Rice+Noodle/data=!4m7!3m6!1s0x880cd78175493949:0x253fdebfe990f255!8m2!3d40.1111927!4d-88.2290639!16s%2Fg%2F11vkp6cqfq!19sChIJSTlJdYHXDIgRVfKQ6b_ePyU?authuser=0&hl=en&rclk=1
7bce1a340eca,Starbucks,"
102 N Vine St, Urbana, IL 61802",4.2,565,·$1–10,N/A,(217) 344-4502,https://www.google.com/url?q=https://www.starbucks.com/store-locator/store/7493/&opi=79508299&sa=U&ved=0ahUKEwiPpsnJrdOQAxV_38kDHZePHkQQ61gIFigO&usg=AOvVaw3qmipR829c_wN1lDGwALu2,"Sunday, 5 AM to 9 PM","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",Dine-in; Delivery,https://www.google.com/url?q=http://www.starbucks.com/menu&opi=79508299&sa=U&ved=0ahUKEwiPpsnJrdOQAxV_38kDHZePHkQQqRkIGSgR&usg=AOvVaw1D5snee2XWsQ54z_Zremmr,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7EfIIMBkt8Fthel__5ykZWOZfTtY4Jr84G1dE6Cg9KUfscPCzWqLC_ZL4oVjv7LMDbcd37Nl0FMNBxJp19ZTCaz2y9g8B5uFcf854EaIpqn0CQAxaC-suwABBcXsHFLVzqebh1Q=w426-h240-k-no,drive thru (32); barista (14); drinks (9); morning (9); mobile (8); name (7); sitting (6); employee (6); caramel (5); feel (5),https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x880cd79f07b9a82f:0x2db15ff63a104d35!8m2!3d40.11294!4d-88.20462!16s%2Fg%2F1wk7rfm_!19sChIJL6i5B5_XDIgRNU0QOvZfsS0?authuser=0&hl=en&rclk=1
82bdddaae95e,The Burger Den,"
702 W Town Center Blvd, Champaign, IL 61822",3.4,24,·$$,Restaurant,(217) 359-7044,https://www.google.com/url?q=https://www.theburgerden.com/%3Futm_source%3DG%26utm_medium%3Dorganic%26utm_campaign%3DDAC&opi=79508299&sa=U&ved=0ahUKEwjtuOjSrdOQAxWt6ckDHcAKL8EQ61gIEygO&usg=AOvVaw29t0O5pB6Y-VmyjNcXYU0b,N/A,It is Dennys at 702 west town center blvd.  There is no such thing as burger den,Takeout; No-contact delivery; Dine-in,N/A,https://lh3.googleusercontent.com/p/AF1QipP07hTe9YXtEErXBvamwyByvZcKkop5eMZWVn98=w426-h240-k-no,delivery (2); fries (2); price (2),https://www.google.com/maps/place/The+Burger+Den/data=!4m7!3m6!1s0x880cdb185116f6f9:0x1f7b5441b23545a5!8m2!3d40.1433015!4d-88.2547287!16s%2Fg%2F11t9jt_s_t!19sChIJ-fYWURjbDIgRpUU1skFUex8?authuser=0&hl=en&rclk=1
92500fb9fa85,Masijta Grill korean BBQ,"
202 N Race St, Urbana, IL 61801",3.9,611,·$20–30,Korean restaurant,(217) 552-1188,https://www.google.com/url?q=https://www.masijtakbbq.com/&opi=79508299&sa=U&ved=0ahUKEwisl5vhrdOQAxXv38kDHTZNOm4Q61gIFygO&usg=AOvVaw3ThTh3KkSOX8L-mkXmVJbQ,N/A,"Korean hot pot, cook-your-own BBQ & other traditional fare offered in a relaxed setting.",Dine-in; Delivery,https://www.google.com/url?q=http://www.clover.com/online-ordering/masijta-grill-urbana-2&opi=79508299&sa=U&ved=0ahUKEwisl5vhrdOQAxXv38kDHTZNOm4QqRkIGigR&usg=AOvVaw35dsHnP-ApjM6lQ6d_dVlH,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9gs_cngJhCBN10LUOH-gucWbSYbV76y0pfu3nFT2JvNrSO9WRTYiUXPfvha_YyAYamW4OGtVQIMVtMobtJVDjReMdRa01vCfiXpyz1Lv3xI8WzBTR8yDWPZXXVeBSTgJ7V15Dzw=w408-h724-k-no,bulgogi (24); tip (20); service charge (20); pancake (12); hot pot (10); all you can eat (9); bento box (8); tax (7); teriyaki (6); army stew (5),https://www.google.com/maps/place/Masijta+Grill+korean+BBQ/data=!4m7!3m6!1s0x880cd7750804d9d1:0x2aeea33475270a18!8m2!3d40.1135718!4d-88.2087615!16s%2Fg%2F11b6j86zcb!19sChIJ0dkECHXXDIgRGAondTSj7io?authuser=0&hl=en&rclk=1
fa81cbe9cdff,Sam's Cafe,"
115 N Walnut St, Champaign, IL 61820",4.6,697,·$10–20,N/A,(217) 352-7102,https://www.google.com/url?q=https://www.facebook.com/samscafechampaign/&opi=79508299&sa=U&ved=0ahUKEwjJjt7ordOQAxURwckDHUJtIWgQ61gIFigO&usg=AOvVaw1y2jLSNqctkAVmzaxGLUhS,"Sunday, 7 AM to 2 PM",Unpretentious diner with functional decor & a menu of classics like pancakes & burgers.,Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSWRmd3A-RB8RDf1LalOBMRcA98y-9ZT7U7KYLJ0yZJZ105EIK688OmZZ7uwvY7ryKaVrt2PoaY2sTYFI3KfNoXmcQrKVNy3tfmRHCX_0DAqujV0w-1qwBvNpHiKJPqQYNOBdZAZ09Doc2=w408-h306-k-no,breakfast (113); french toast (76); cash (53); bacon (9); hash browns (8); grits (7); biscuits and gravy (6); school (6); credit cards (6); sweet (5),https://www.google.com/maps/place/Sam%27s+Cafe/data=!4m7!3m6!1s0x880cd74c747c6177:0xf41e93dc93023a9f!8m2!3d40.1169622!4d-88.24257!16s%2Fg%2F1tfr0_wl!19sChIJd2F8dEzXDIgRnzoCk9yTHvQ?authuser=0&hl=en&rclk=1
8873a223d510,Moki Sushi,"
2017 S Neil St, Champaign, IL 61820",3.6,553,·$30–50,All You Can Eat Sushi Rolls and Nigiri,(217) 552-1600,https://www.google.com/url?q=http://mokisushichampaign.com/&opi=79508299&sa=U&ved=0ahUKEwiawp7zrdOQAxWIMtAFHWJYOWsQ61gIFygO&usg=AOvVaw2WRXAkyvtKvIJyHM1jHk9F,N/A,"This place was really good.  We got the all you can eat sushi for three people at a very reasonable price.  There is a fee if you do not eat everything, so don't order too much!  It also included appetizers and desserts, making this one of …",N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHKPW4JScag8oKgPauIwxKG-rIDwFAxwZCVzj1pQ0-qT6M0RUMlQTi08Fer98YrZ-MAK_SGJhxW4HZAXloI6LhOg5ZVXJ7KyrHLbUBUuKQmC9W2YEz4j4SLNP0NUivJkoEAavm-Q=w408-h306-k-no,gratuity (33); all you can eat (23); appetizers (20); door (12); hungry (10); area (8); fine (7); check (7); ratio (6); second order (5),https://www.google.com/maps/place/Moki+Sushi/data=!4m7!3m6!1s0x880cd164e71cfe25:0x7c43d9247b31eff8!8m2!3d40.0917333!4d-88.2476428!16s%2Fg%2F11gn1x6rqd!19sChIJJf4c52TRDIgR-O8xeyTZQ3w?authuser=0&hl=en&rclk=1
34537d0b1ae5,Big Grove Tavern,"
1 E Main St, Champaign, IL 61820",4.2,"1,172",·$20–30,American restaurant,(217) 239-3505,https://www.google.com/url?q=http://www.biggrovetavern.com/&opi=79508299&sa=U&ved=0ahUKEwj089iBrtOQAxWvANAFHXhJB0UQ61gIFygO&usg=AOvVaw1GjZA00RYSmJTYnEHJMPp4,N/A,"Warm, upscale American restaurant with an extensive menu, plus craft cocktails, wine & regional draft beers.",Dine-in; Takeout; Delivery,https://www.google.com/url?q=https://www.biggrovetavern.com/food&opi=79508299&sa=U&ved=0ahUKEwj089iBrtOQAxWvANAFHXhJB0UQqRkIGCgP&usg=AOvVaw1KjYvbulxiy-JG3YfL5N2f,https://lh3.googleusercontent.com/p/AF1QipMCEshuaq-jhzefoMXkV3Ymn7s5rZYChwTPQQdq=w408-h408-k-no,brunch (73); popcorn (25); patio (21); bartender (15); mimosas (14); salmon (13); farm (9); cheese curds (7); mushroom ravioli (5); osso bucco (5),https://www.google.com/maps/place/Big+Grove+Tavern/data=!4m7!3m6!1s0x880cd74c5f2bab3b:0x2fda80e0a2152c6b!8m2!3d40.1182209!4d-88.2432489!16s%2Fg%2F11h10n0sh!19sChIJO6srX0zXDIgRaywVouCA2i8?authuser=0&hl=en&rclk=1
680d3ba8352f,Potbelly,"
501 E Green St, Champaign, IL 61820",3.8,418,·$10–20,N/A,(217) 344-5601,https://www.google.com/url?q=https://www.potbelly.com/%3Folonwp%3DJjBtp_vMLk25gkYh_bnoiQ&opi=79508299&sa=U&ved=0ahUKEwit-MqLrtOQAxWm5skDHTQPEFQQ61gIFygO&usg=AOvVaw13lQGYV8ro7ssTiGx3v0Q1,"Sunday, 10 AM to 10 PM","Retro-style counter-serve chain known for made-to-order toasted sandwiches, salads & baked goods.",Takeout; No-contact delivery; Dine-in,https://www.google.com/url?q=https://potbelly.com/locations/illinois/champaign&opi=79508299&sa=U&ved=0ahUKEwit-MqLrtOQAxWm5skDHTQPEFQQqRkIGSgQ&usg=AOvVaw2xq9NE5xfAFpoezb7tozVa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPp03FvQbp05kZnAq2i7mMeE9QQlyvYm6DrU8AL8w3vNrV3NIPIY7Wrn3IuWnTXrLS8dZX3X-CQW7uiKV-Xl1KQw6O71NvNhFh68a_ySbMlV8YvV-Q3dOyWaWGcxv4_kzclCtEaw=w408-h306-k-no,shakes (17); soup (10); management (10); campus (6); hot peppers (6); cookie (6); walk (5); reviews (5); order (5); pay (5),https://www.google.com/maps/place/Potbelly/data=!4m7!3m6!1s0x880cd738b6416b2b:0x4667d272e54fbe75!8m2!3d40.1100814!4d-88.2318703!16s%2Fg%2F1tplqxbq!19sChIJK2tBtjjXDIgRdb5P5XLSZ0Y?authuser=0&hl=en&rclk=1
46ba334950f2,McDonald's,"
4910 N Market St, Champaign, IL 61822",3.5,"1,483",·$1–10,Fast food restaurant,(217) 643-7918,https://www.google.com/url?q=https://www.mcdonalds.com/us/en-us/location/IL/CHAMPAIGN/4910-N-MARKET-STREET/31787.html%3Fcid%3DRF:YXT:GMB::Clicks&opi=79508299&sa=U&ved=0ahUKEwjI3-6RrtOQAxVg38kDHZZRAuwQ61gIFigO&usg=AOvVaw0CtOKFLqmyhb2W0GhY5skO,N/A,"Classic, long-running fast-food chain known for its burgers & fries.",Dine-in; No-contact delivery,https://www.google.com/url?q=https://www.mcdonalds.com/us/en-us/full-menu.html%3Fcid%3DRF:YXT_LS:SI::MGBM&opi=79508299&sa=U&ved=0ahUKEwjI3-6RrtOQAxVg38kDHZZRAuwQqRkIGCgQ&usg=AOvVaw216xoIXW-fRz4MvZ4bcNm2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxc0cjKHa-BC1_ll4hyqBjuRHjVEhLU8lyrXPe6iDiygRJi-eTBjcYJMIoDKtWaIvrkGA-_cGVJvOna_tZnYF6dOd-JtePGZXqiUaABSRJhuOO-wEeIRI_hkqXR-hIni2QuEmk5=w408-h306-k-no,drive thru (29); cashier (14); employee (8); traveling (8); bathrooms (8); gas station (7); big mac (7); ice cream machine (5); truck drivers (5); kiosk (5),https://www.google.com/maps/place/McDonald%27s/data=!4m7!3m6!1s0x880cd98c4e4f2dad:0xe5df45636651185!8m2!3d40.178005!4d-88.240266!16s%2Fg%2F1hc1s1b7c!19sChIJrS1PTozZDIgRhRFlNlb0XQ4?authuser=0&hl=en&rclk=1
4e664c32c77b,Harmony Korean BBQ,"
7 Currency Dr, Bloomington, IL 61704",4.6,333,·$30–50,Korean barbecue restaurant,(309) 570-1590,https://www.google.com/url?q=http://epiphanyfarms.com/harmonykoreanbbq&opi=79508299&sa=U&ved=0ahUKEwionIeartOQAxVD48kDHYz5G84Q61gIFygO&usg=AOvVaw309IaJptbKRhLUXYZi6SUO,"Sunday, 4 to 9 PM","My wife and I vsited Harmony for our 8th wedding anniversary. We have recently been learning about Korean culture and cuisine and were very happy with the dishes we ordered. The kimchi pancake was delectable, the tteokbokki had a pleasant …",Dine-in; Takeout; Delivery,https://www.google.com/url?q=https://epiphanyfarms.com/menus&opi=79508299&sa=U&ved=0ahUKEwionIeartOQAxVD48kDHYz5G84QqRkIHigV&usg=AOvVaw2eJm7CbnmtqVciz2G5mPE8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVtaXWbBN_Dgpp0QzyVyweiSdVGcF54BtSmS8Z92hAB9lfUC44zQBlVLk5dHsqaz7cabbkluiLdF5roc79gnwb5ATQYmlRTiKlHTQJvDb1qOXckXNrIgz1wW0TLFOYZuPn9a1p1g=w408-h306-k-no,server (19); bread (9); birthday (9); karaoke (8); appetizers (6); short rib (6); shaved ice (5); chicken ramen (5); cocktails (5); hungry (5),https://www.google.com/maps/place/Harmony+Korean+BBQ/data=!4m7!3m6!1s0x880b6ff9a69441a7:0x6bf70714be0e5996!8m2!3d40.459034!4d-88.9779817!16s%2Fg%2F11nt2cnc14!19sChIJp0GUpvlvC4gRllkOvhQH92s?authuser=0&hl=en&rclk=1
52a91098f2a8,Yogi Korean Restaurant,"
608 E Green St, Champaign, IL 61820",3.7,139,·$10–20,Korean restaurant,(217) 607-0079,N/A,"Sunday, 11 AM to 9 PM",The only great thing about their place is the Lego collection. Food was bland ( looks can be deceiving) and came with many pieces of bones as a bonus. The Asian guy taking my order was rude and treated me as some kind of liability (was very nice to girls ahead of me). Never going back again!!,Dine-in; Takeout; No-contact delivery,https://www.google.com/url?q=http://places.singleplatform.com/yogi-korean-restaurant/menu%3Fref%3Dgoogle&opi=79508299&sa=U&ved=0ahUKEwiq8cegrtOQAxWB_8kDHXfmMbgQqRkIFigO&usg=AOvVaw3L-M6vSHKqhg3ZfHFpNHoy,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFTDjzPv5RljLykoANmLWAgSnrFscP3Ztw8j8l8uKf6BXzbMYNYyNv8SOMHPq8wlPonSWNqwj5dudG_cr-C6sxcphfrtBjIw7aN2tf3DSTQGjWTLbhnZ6stjDGRr1nS77MYqwU=w408-h306-k-no,spicy (9); legos (8); korean fried chicken (8); price (8); atmosphere (5); rude (5); campus (5); fried rice (5); portion sizes (5); padak (3),https://www.google.com/maps/place/Yogi+Korean+Restaurant/data=!4m7!3m6!1s0x880cd7560b57c211:0xb804c8a274f67128!8m2!3d40.1105791!4d-88.2300103!16s%2Fg%2F11qnrfhk3m!19sChIJEcJXC1bXDIgRKHH2dKLIBLg?authuser=0&hl=en&rclk=1
